category_name,name,rating,votes,address,Latitude,Longitude
Banquet_Halls,Thillai Mahal,3.7,373,"48, Thennandiyalam, Melvisharam, Nandiyalam, Vellore - 632517",12.9274056,79.2664986
Banquet_Halls,Balaji Mahal,4.3,373,"liyappa Nagar, Thangal, Thangal, Vellore - 632513",12.917063,79.3810485
Banquet_Halls,Dev Paradise Lodge,4.2,292,"1,, Dharumapuri Main Road, Tirupattur Bazaar, Vellore - 635602, Near Raja Rani Hotel",12.4573994,78.5547283
Banquet_Halls,Sri Kumaran Mahal,3.8,292,"72, Arcot Road, NH-47, Alamelumangapuram, Vellore - 632009, Near Sarva Sandharam Government Office",12.9341217,79.1507701
Banquet_Halls,Thanjammal Duraiswamy Mudal..,3.9,288,"njammal Duraiswamy Mudaliyar Kalyana Mandapam, #1/4, Agathi Krishnappa Chetty Street, Vellore Ho, Vellore - 632001, Vellore",12.920389,79.1368918
Banquet_Halls,V A K Vijaya Mahal,3.7,288,"ranampet, Gudiyattam, Gudiyattam Railway Station, Vellore - 635803",14.1969204,79.1554591
Banquet_Halls,Thuluva Velaalar Marriage H..,3.8,286,"toorvellore Highway (Sh9), Suthanthira Ponvizha Nagar, Gandhi Nagar, Gandhi Nagar East, Vellore - 632006",23.2156354,72.6369415
Banquet_Halls,Hotel Kumaran Millenium Res..,3.7,286,",, Katpadi Highway Road Thiru Nagar, Thiru Nagar, Vellore - 632006, Near Rangalaya Kalyana Mandapam",12.9552327,79.136854
Banquet_Halls,Nathan Mahal,3.5,265,"a Nayagam, Krishna Nagar Extension, Tollgate, Palavansathu, Rn Palayam Road, Rn Palayam, Vellore - 632001",12.8999023,79.1296629
Banquet_Halls,RAMANI SHANKAR MAHAL,4.5,265,"48, Chennai, Vellore - 632517",12.9530447,79.1371026
Banquet_Halls,Btm Mahal,3.6,261,"24, BTM Mahal, 1st West Cross Road, Gandhi Nagar Vellore, Vellore - 632006, Near Silk Mill Bus Stop",12.9502618,79.1311277
Banquet_Halls,S J S Mahal Sholighur,3.7,261,"linghur, Sholingur, Vellore - 631102",13.1115847,79.4310052
Banquet_Halls,KKR Manikkammal Mahal,4,198,"apulam , Puthur Vellore, Sh126, Arcot, Arcot, Arakkonam Ocheri Road, Panapakkam, Vellore - 631052",12.8960454,79.5095475
Banquet_Halls,R N Function Palace Kalayan..,3.9,198,"23, Officers Line, Vellore Ho, Vellore - 632001",12.9131904,79.1322528
Banquet_Halls,Mangalaraman Marriage Hall,3.5,186,"ariyastreet , Ezhil Nagar, Krishna Nagar, Rv Nagar, Ezhi Nagar Road, Krishna Nagar, Vellore - 632001",12.8928532,79.1298045
Banquet_Halls,Royal Palace Kalyana Mandap..,3.8,186,"304, Bangalore Road, Vellore Ho, Vellore - 632001, Konavattam",12.9222838,79.1108903
Banquet_Halls,Sri Lalitha Mahal,3.8,186,"upattur, Tirupattur - 635601, Near State Bank",12.5035105,78.5774408
Banquet_Halls,Hasini Mahal,3.6,186,"ruvalam, Vellore - 632515",12.9823036,79.2592105
Banquet_Halls,R N Function Palace,3.9,228," 92, Officers Line, Anna Nagar, Vellore - 632001, Next Rani Mahal",12.9002661,79.1312036
Banquet_Halls,Nandini Mahal,4.3,228,". Vattam, Jolarpettai, Vellore, Palnankuppam Kootu Road, Palnankuppam Kootu Roadtirupathur Main Road, Jolarpettai, Vellore - 635851",12.3711699,78.5868125
Banquet_Halls,Vkr Mahal,3.8,185,"24b, Sannathi Veedhi, Pallikonda, Vellore - 635809, Near Ranganathar Temple",12.9127033,78.9383554
Banquet_Halls,Sri Vishnu Mahal,3.5,185," Road, Walajapet, Vellore - 632513",12.9254169,79.3640845
Banquet_Halls,Priya Mahal,3.5,141,"ayam, Vellore, Arni Road, Bagayam, Vellore - 632002, Otteri Bus Stop",12.8844528,79.1356534
Banquet_Halls,Priya Mahal,3.5,141,"2/91, Otteri Road-Bagayam, Vellore - 632002, Otteri Bus Stop",12.8846368,79.1375778
Banquet_Halls,M L Marriage Hall,3.8,141,"padi, Vellore - 632007, VIT College Road, Old Katpadi Near Chennai Bakery",12.9676021,79.1449757
Banquet_Halls,Radha Manjunath Marriage Ha..,3.4,141,"127, Pallikonda, Vellore - 635809",12.9043057,78.9411778
Banquet_Halls,G K Mahal,3.7,140,"upet, Annasalai Main Road, Melvishram Vellore, Vellore - 632509, Melvisharam",12.9170943,79.2783481
Banquet_Halls,MTS Thirumanamandapam,3.7,140,"ruthani Road, Sholingur, Vellore - 631102, Opposite Hp Petrol Bunk",13.123617,79.424612
Banquet_Halls,Vpn Mahal,3.8,139," Mahal 3A, Annadhana Cahathiram Road, Sholingur, Vellore - 631102, Near Thakangulam",13.1115847,79.4310052
Banquet_Halls,M.m.e.s Function Hall,4.4,139,", Navlock, Annasalai Main Road, Melvishram Vellore, Vellore - 632509, Opps Uamantpet Mark",12.9170943,79.2783481
Banquet_Halls,Sri Selva Vinayagar Mahal,4.1,133,"pamaram St, Velapadi, Vellore - 632001",12.9030716,79.1417746
Banquet_Halls,Dg Mahal,3.9,133,"asamangalam Bus Stop, KATPADI VELLORE, Vellore - 632002",12.9593369,79.1371923
Banquet_Halls,Ammai Appar G S Mahal,3.8,121,"4E, Arcot Main Road, Alamelumangapuram, Vellore - 632009, Opposite Krishna Mahal",12.9402399,79.1721099
Banquet_Halls,Ranjan Mahal,3.6,121," Road, Poigai, Vellore - 632114",12.9143376,79.058856
Banquet_Halls,Vasavi Kalyanamandapam,3.5,117,"16/40, Kannigaparameswari Koil Street, Vellore Bazaar, Vellore - 632004",12.9266373,79.1393338
Banquet_Halls,Baby Mahal,3.5,117,"ional Highway 46, Abdullah Puram, Vellore - 632010",12.9274914,79.1251292
Banquet_Halls,Dhanabagyam Kalyana Mandapa..,3.6,116,"hanthira Ponvizha Nagar, 4th East Main Road, Gandhi Nagar East, Vellore - 632006, Gandhi Nagar",12.954294,79.1407447
Banquet_Halls,Ajb Mahal,3.7,116,"1, Durgha Street, Tirupattur Fort, Vellore - 635602, Near Kottai Sivan Kovil",12.4573994,78.5547283
Banquet_Halls,Avm Mahal,3.4,112,"/1 Palanisami St, Tirupattur, Vellore - 635601, Opp Daily Mart",12.5035105,78.5774408
Banquet_Halls,V.s.b.vijay Mahal,3.7,112,"inchipuram Road, Virinjipuram, Vellore - 632104",12.9238664,79.0187661
Banquet_Halls,KSM Mahal,4.1,111,"alakshmi Nagar Kamaraj Nagar Thorapadi Vellore, Ariyur Vellore, Vellore - 632055",12.8755371,79.1030014
Banquet_Halls,Ckc Marriage Hall,3.9,111," Nagar, Tirupattur, Vellore - 635601, Tirupattur",12.4950124,78.5678407
Banquet_Halls,Uma Elumalaiyan Kalyana Man..,3.8,98,"liyappa Nagar, Madras Bombay Trunk Road, Walajapet, Vellore - 632513",15.3166045,75.1437005
Banquet_Halls,JP Kalyana Mandapam,3.9,98,"ian Oil Petrol, Vellore - 632515, Opposite National Highway 4",12.9909382,79.2620294
Banquet_Halls,AGS Kalyana Mandapam,3.9,97,"48, Swamy Chetti Street, Tirupattur, Vellore - 635601, Near AGS Mall",12.4913221,78.5661904
Banquet_Halls,Agr Marriage Mahal,3.3,97,"hya Naga, Vellore, Sh4, Arcot, Arcot, Vilupuram Arcot Road, Vellore - 632521",13.04678,80.1941209
Banquet_Halls,VDS Mahal,4.1,97,"te Highway 4, Vilupuram Arcot Road, Timiri, Vellore - 632512",11.873304,79.3375674
Banquet_Halls,Sri Krishnaveni Mahal,3.6,97,"lajapet, Thenkadappanthangal, Vellore, Nh4, Arcot, Arcot, Madras Bombay Trunk Road, Thenkadapanthangal, Vellore - 632513",12.9137025,79.3960417
Banquet_Halls,Aranya Mahal,3.7,94,"311, Bangalore Chennai Highway, Perumugai, Vellore - 632009, Opposite Ford Car Show Room",12.9479654,79.2099985
Banquet_Halls,S S Mahal,3.5,94,"303, Arni Road, (Nh 234), Vellore, Kaniyambadi, Vellore - 632102",12.8135401,79.1334238
Banquet_Halls,Solai Function Hall,4,92,"216, Tnhb Phase-1, Sathuvachari, Sathuvacheri, Vellore - 632009",12.9334242,79.1634783
Banquet_Halls,India Medical Association H..,3.8,92," Katpadi, Gandhinagar West, 4th West Cross Road, Gandhi Nagar East, Vellore - 632006, Gandhi Nagar",12.9480814,79.1335467
Banquet_Halls,J. S Mahal,3.6,82," Rafi Nager, Vannivedu, Vellore - 632513, Ooratchi Nagara Building",12.9305753,79.3555684
Banquet_Halls,Ramamoorthy Mahal,3.7,82,"28, Shankar Nagar, Sholinghur, Sholingur, Vellore - 631102",13.1069332,79.4230531
Banquet_Halls,Grace Flowers,4,80,"4 SLN Plazza 1st East Main Road, Odai Pillaiyar Kovil, KATPADI VELLORE, Vellore - 632002, Gandhi Nagar",23.2156354,72.6369415
Banquet_Halls,Sri Dhanalakshi T Velu Kaly..,3.7,80,"54/A, Arni Road, Bagayam, Vellore - 632002, Virupatchipuram",12.8914402,79.1352293
Banquet_Halls,Bhuvaneswari Mahal,3.7,78,"13/11, SOUTH AVUNE ROAD, Sathuvacheri, Vellore - 632009, Near Court Phase 2, Near Gh",12.9339807,79.1572368
Banquet_Halls,KPS Thirumana Mandapam,3.9,78,"34 E, Ammoor Road, Ranipet Vellore, Vellore - 632509, Near Muthukadai Junction",12.9324618,79.3376806
Banquet_Halls,Sri Narayana Mahal Ac,4.3,77," NARAYANA MAHAL AC, Katpadi Road Chennarayanapalli, Gudiyattam Railway Station, Vellore - 635803, FRONT OF ARYA VIDHYSHRAM SCHOOL",12.9374566,78.916155
Banquet_Halls,Thangaraj Palace,4.3,77," SALAI, Walajapet, Vellore - 632513, Nera AAA COLLEGE",12.922198,79.376379
Banquet_Halls,Thangaraj Palace,4.3,75," Road, Walajapet, Vellore - 632513, Near Bt AAA A Colloge",12.9254169,79.3640845
Banquet_Halls,Zaibun Marriage Hal,3.4,75,"t Area, Tirupattur - 635601",12.5035105,78.5774408
Banquet_Halls,Goplaya kalyana mandapam,3.6,70,"dhi Nagar, Gudiyattam, Gandhi Nagar West, Vellore - 632006",12.9480047,79.1343914
Banquet_Halls,K K C Marriage Hall,3.8,70," Gandhi Road, Kudiyanakuppam, Vellore - 635851",12.567116,78.5721693
Banquet_Halls,Sakthi Mahalakshmi Mahal,3.7,68,"llinghur, Vellore Sh61, Arcot, Walajah Sholinghur Arakonam Road, Sholingur, Vellore - 631102",13.1115847,79.4310052
Banquet_Halls,Vijaya Saravana Mahal,4,68,"2, Tvk Salai, Thiruppattur Vellore, Vellore - 635601",12.4950124,78.5678407
Banquet_Halls,Yelagiri Hall,4,68,"10, Krishna Nagar, Vellore - 632001, Next to Darling Residency, Officers Line",12.9063952,79.1320345
Banquet_Halls,Naveen mahal kalyana mandap..,3.9,68,"lore Road, Odugathur, Vellore - 632103, Odugathur",12.768665,78.8818466
Banquet_Halls,Sri Lakshmi Ponnusamy Marri..,3.9,66,"65/2b, Katpadi Road, Raja Koil, Gudiyattam Railway Station, Vellore - 635803, Near Rajagopal Polytechnic College",12.9260193,79.13321
Banquet_Halls,Saravana Mahal,3.8,66," 358/c, Arcot Main Road, Rangapuram, Vellore - 632009, Opposite to Grand Krishna Hotel",12.9303904,79.1450792
Banquet_Halls,Meenakshi Kalyana Mandapam,3.9,65,"46, Phase 2, Sathuvachari, Sathuvacheri, Vellore - 632009",12.9336215,79.1593548
Banquet_Halls,Shree Ranjini Function Hall,4.5,65,"arajar Nagar,Sripuram, Main Road, Thorapadi, Vellore - 632002",12.8599271,79.0951094
Banquet_Halls,Sri Vari Mahal,3.9,58,"/A Sri Vari Complex Ocheri Vellore Dst, Chennai - Bengaluru Hwy, Ocheri, Vellore - 632531",12.8882095,78.9030459
Banquet_Halls,Saradambal Srinivasamudally..,3.9,58," 85, Officers Line, Krishna Nagar, Vellore - 632001",12.9002661,79.1312036
Banquet_Halls,Sri RPG Marriage Hall,3.7,57,"lore, Nh46, Poigai, Vellore - 632114",12.9143376,79.058856
Banquet_Halls,Kariya Chetty Chenniyammal ..,3.7,57,"chur, Natrampalli Tirupattur Kuppam Road, Pachur, Vellore - 635854, Kamatchiyamman Temple",12.5948969,78.4654798
Banquet_Halls,Gp Rani Mahal,3.5,55,"ajapet, Vellore - 632513",12.9254169,79.3640845
Banquet_Halls,Vaniga Vaisiya Mandapam,3.8,55,"i Chettystreet, Sripuram, Saidapet Vellore, Vellore - 632012",12.920389,79.1368918
Banquet_Halls,Srinivasa Kalyana Mandapam,3.8,55,"i Road, Bagayam, Vellore - 632002",10.4712041,79.5753025
Banquet_Halls,Sengunthar Thirumana Mandab..,4.1,55,"epet, Gudiyattam, Gudiyattam Railway Station, Vellore - 635803",12.9374566,78.916155
Banquet_Halls,Mmp Mini Mahal,3.8,55,"/1a, Ammoor Road, Manthangal, Walajapet, Vellore - 632513, Registor Office",12.9536457,79.3531781
Banquet_Halls,Mmp Mini Mahal,3.8,55,"ajapet, Vellore - 632513",12.9254169,79.3640845
Banquet_Halls,SRR Thirumana Mandapam,3.7,49,"lore Main Road, Ocheri, Vellore - 632531, Near On The Way to Sirukarumbur",10.4712041,79.5753025
Banquet_Halls,Raja Rani Mahal,3.6,49,"110/17, Narasinga Swamy Madam Street, Sullivananpet, Vellore - 632001, Opposite Dinakaran Theatre",12.9096907,79.1391784
Banquet_Halls,V.S.B.Mahal,3.4,49,"88, Vellore - 632104",12.9065199,79.0079949
Banquet_Halls,Janaki Mahal,3.4,49,"i Road, Bagayam, Vellore - 632002",10.4712041,79.5753025
Banquet_Halls,Thirumagal Kalyana Mandapam,3.4,48,"hanthira Ponvizha Nagar, Bharathi Nagar, 4th East Cross Road, Gandhi Nagar East, Vellore - 632006, Gandhi Nagar",12.9584229,79.1438338
Banquet_Halls,K.c. Mahal,4.1,48,"araj Nagar, Vellore - 632057",12.8468789,79.1407421
Banquet_Halls,Saradhambal Srinivasan Muda..,3.8,45,"24B, Officers Lane, Allias Anna Salai, Krishna Nagar, Vellore - 632001, Near Lakshmi Theatre",12.9047505,79.132032
Banquet_Halls,P N R Mahal,3.7,45,"appandal, Vellore - 632318",12.6738326,79.4141214
Banquet_Halls,Udayam Mahal,3.4,45," Mbt Road, Kaveripakkam, Vellore - 632508",12.9673954,77.5812077
Banquet_Halls,Y G Mahal,3.5,45,"haimedu.K.V.Kuppam, Vellore - 632201",12.9568469,78.9910352
Banquet_Halls,Kailasam Chinnakkani Mandab..,3.5,43,"a Nagar, Tirupattur Bazaar, Vellore - 635602, Near Govt. Primary School",12.4573994,78.5547283
Banquet_Halls,Kgn Mahal,3.4,43," Vasoor, Sathuvachari, Kanchipuram Vellore Road, Alamelumangapuram, Vellore - 632009, Alamelumangapuram",12.942224,79.1854767
Banquet_Halls,Sri Kamakshi Mahal,3.3,43,"thithangal, Vellore, Nh234, Katpadi Road, Vellore - 632201",9.4807463,77.8081363
Banquet_Halls,M S Mahal,3.7,43,"ruvalam, Vellore - 632515",12.9823036,79.2592105
Banquet_Halls,Varthaga Sangam Mahal,3.7,42,"i Chetty St, Kakankarai, Vellore - 635601",12.4917075,78.5692421
Banquet_Halls,VM Kuppu Swamy Marriage Hal..,3.3,42,"28, Kaveripakkam, Vellore - 632508",12.9052961,79.4619946
Banquet_Halls,S S Mini Hall,4.9,41,"galore to Chennai Highway, Poigai, Vellore - 632114, Near Upstairs Central Bank Of India",12.9162282,79.0537044
Banquet_Halls,Sri Udhaya Mahal,4,41,"maraipakkam, Thamaraipakkam, Vellore - 632504",12.7616585,79.3085283
Banquet_Halls,Arunachala Kalayana Mandapa..,3.9,41,"40, Azad Road, Bagayam, Vellore - 632002, Thorapadi",12.8915191,79.1238911
Banquet_Halls,Balaji Marriage Hall,3.7,41,"umbakkam, Kattalai Village, Vellore - 632508",12.9249392,79.4600234
Banquet_Halls,Subalakshmi Mahal,3.3,39," 76, Old No. 173, Phase1, Sathuvachari, South Avenue Road, Sathuvacheri, Vellore - 632009",12.9356692,79.1639032
Banquet_Halls,Selva Valarmathi Mahal,3.7,39,"/3, State Highway 131, Rayappan Nagar, Tirupattur, Vellore - 635601, Amirtha Higher Secondary School-Tirupattur",12.4846933,78.5491535
Banquet_Halls,Narayana Mandiri Valandiyam..,3.6,38," 11, Arcot Road , Arcot Road, Rangapuram, Vellore - 632009, Near Mangala Vinayagar Temple",12.9352937,79.1539494
Banquet_Halls,Msks Kalyana Mandapam,3.6,38,"langai Road, Ammoor, Vellore - 632501",12.9767298,79.3648596
Banquet_Halls,Rdm Thirumana Mahal,3.6,38,"11/5, Walaja Road, Sholingur, Vellore - 631102",13.1076877,79.4209165
Banquet_Halls,Sri Sundram Mahal,3.3,38,"riage Hall, Thiruvannamalai Main Road, Tirupattur, Vellore - 635601, Near Vengalapuram",12.2305457,79.078977
Banquet_Halls,P.M Mahal,4.4,38,"5/4 Vellore, To, Tamil Nadu, Arni Road, Sainathapuram Vlr, Vellore - 632001",12.8963277,79.1352724
Banquet_Halls,Vijayalakshmi Celebration H..,3.7,38,"Dharmalingam Street, Poonthotam, Velapadi, Vellore - 632001, Near Harris Gas Godown",12.904835,79.14057
Banquet_Halls,Surya Mahal,3.3,38,"eripakkam, Vellore - 632508",12.9024987,79.4591378
Banquet_Halls,AVS Kalyana Mandapam,4,38,"tty Street, Sholingur, Vellore - 631102",13.1115847,79.4310052
Banquet_Halls,Mks Mahal (Thirumana Mandap..,4.2,34," Mahal, Mittur, Vellore - 635710, Mittur Ricemill Bus Stop",12.5613536,78.7093556
Banquet_Halls,Yrtm Marriage Hall,3.7,34,"4, Virinchipuram Road, Vaduganthangal, Vellore - 632204",12.9244808,79.020564
Banquet_Halls,Ajanta Mahal,3.4,34,"hanthira Ponvizha Nagar, Gandhinagar West, Gandhi Nagar Vellore, Vellore - 632006",12.9480047,79.1343914
Banquet_Halls,Kannan Mahal,3.3,34,"26, Anna Salai, Officers Line, Vellore Ho, Vellore - 632001, Near Kanna  Hotel",12.9121343,79.1320789
Banquet_Halls,Susee Soundar Raja Nadar Ha..,3.6,34," 90, Nadar Complex, Arni Road, Bagayam, Vellore - 632002, Opposite to Janaki Mahal",12.8821159,79.1350871
Banquet_Halls,Sarojini Venkatesh Kalyana ..,3.4,34,"88, Paradarami, Vellore - 632603",13.0681312,78.9728903
Banquet_Halls,Pathmavathi Kalyana Mandapa..,3.9,34,"anur Road, Chinnamottur, Vellore - 635851",12.601856,78.5953192
Banquet_Halls,K M A Mahal,3.6,34,"garampattu Gate, Arani Taluk, Sh 132, Kammasamudram, Vellore - 632319",12.7568845,79.1618681
Banquet_Halls,Sri Shiva Shakthi Mahal,3,33,"ot Road, Vellore - 632009, Near Shwathi Medical",12.9367973,79.1887115
Banquet_Halls,Susila Ammal Vengatesa Mudh..,2.9,33," 8, Contractor Manikkam Mudaliar, Kosapet, Vellore - 632001, Near Dinakaran Delite Appartment",12.9136297,79.1322992
Banquet_Halls,Sri Aishwaryam Mahal,4.8,31," Aishwaryam Mahal, Mahathma Gandhi Street, Kaveripakkam, Vellore - 632508, Thirupparkadal Perumal Temple",12.885279,79.4456685
Banquet_Halls,Sri Vadamalai Thirumana Man..,3.3,31,"nnarampatti, Kurumberi Road, Perambattu, Vellore - 635652, Near Thiruvannamali Road",12.3877708,78.5998845
Banquet_Halls,Sarathy Marriage Hall,4.2,30,"icut, Vellore - 632101",12.8375388,78.9853813
Banquet_Halls,Chithra Mahal,3.5,30,"iyattajm Manin Road, Paradarami, Vellore - 632603, Near Guriji Matriculation School",13.061893,78.9702277
Banquet_Halls,S.A.Mahal,3.1,28," St, E.B. Road, Shenbakkam, Vellore - 632008, Near Rashi Tailor",12.929652,79.1195714
Banquet_Halls,Paras Mahal,3.8,28," Thiruvallam Road, Bharamanpuram Post,Thangal Village, KATPADI VELLORE, Vellore - 632002",12.9653375,79.151404
Banquet_Halls,Rk Thirumana Mahal,3.3,28,"rch Colony, Viruthampattu, Vellore, Tamil Nadu, Tk Road, Vellore - 632006",12.940234,79.1286105
Banquet_Halls,Vasantha Marriage Hall,3.3,28," Shollinghur, Vellore, Sh54, Arcot, Arcot, Chittoor Thiruthani Road, Sholingur, Vellore - 631102",13.1060636,79.4235225
Banquet_Halls,Rgs Thirumana Mandapam,3.7,28,"46, Phase 1, Sathuvachari, Sathuvacheri, Vellore - 632009",12.9336215,79.1593548
Banquet_Halls,SMS Mahal,3.6,28,"il Nadu, Kanchipuram Vellore Road, Thenkadapanthangal, Vellore - 632513",12.9141805,79.395152
Banquet_Halls,Sri Kesava Perumal Marriage..,3.3,26,"100/1, Vellore - 631102, Sumathi Theater Opp",13.1097646,79.4209368
Banquet_Halls,Adilakshmi Kalyana Mandapam,3.7,26,"hanthira Ponvizha Nagar, Gandhi Nagar, Gandhi Nagar West, Vellore - 632006",12.9480047,79.1343914
Banquet_Halls,Sournabaai Maargabandhu Mar..,3.9,25,"apalayam, Pazhayanur Main Road, Timiri, Vellore - 632512",12.829012,79.312427
Banquet_Halls,Subramani Sampurna Mahal,3.9,25," Natrampalli, Vellore - 635852",12.5915819,78.5125455
Banquet_Halls,Narayana Mahal,3.8,24,"G,G Colony, Tirupattur, Vellore - 635601",12.4950124,78.5678407
Banquet_Halls,Vasavi Kalyana Mandapam,3.3,24,"i Chettystreet, Sripuram, Saidapet, Saidapet, Vellore - 632002",12.920389,79.1368918
Banquet_Halls,RSJ Imran Mahal,3.2,24," Imran Mahal, Saduperi Main Road, Saduperi, Vellore - 632002, Near KH Exports Company",12.9029385,79.1145353
